date,temperature_anomaly,precipitation_anomaly,co2_concentration,sea_level_change,solar_radiation
2019-01-31,0.3993428306022465,18.93654701751118,406.76041288107734,0.33005338782120053,1360.7622437784703
2019-02-28,0.5477708685793223,-3.9815535590304023,407.56333158845035,0.541480783307898,1360.96557906756
2019-03-31,0.9133978671394765,30.701172926932173,408.45530708926816,0.7358093834630091,1361.1514961836942
2019-04-30,1.1808771577222832,-13.956698130018736,410.1646085523664,1.0544071766824639,1361.259726558251
2019-05-31,0.7878769422017895,11.391046858029263,412.92321206373947,1.3165301538563958,1360.6399110778832
2019-06-30,0.6302912526779604,30.268643936124466,414.5473826663167,1.6536501933837633,1360.8996496292477
2019-07-31,0.7683849359828343,-21.9291126888258,414.4894186680234,1.9715092033496469,1360.8575164066517
2019-08-31,0.38145304752549714,-18.15372420693226,414.87950367724847,2.245682890337097,1360.8040012302279
2019-09-30,-0.023517748570735145,-8.164487786576066,413.7147163176086,2.4579393928916247,1361.5296362720844
2019-10-31,0.13732556803922683,-14.623202623608465,411.96557571591774,2.6167516149167556,1361.1214945132883
2019-11-30,0.028541047680881504,-25.848141917017195,411.22307068411016,2.861030418751394,1360.6217348136995
2019-12-31,0.2365150662351009,3.6166350731156127,410.9675522413712,3.209542322297272,1361.2753585841165
2020-01-31,0.6534772000759186,-8.863487894026099,410.0329344380722,3.506669821827688,1361.6366468591038
2020-02-29,0.49785242564471166,16.763144722418406,411.4893303623164,3.687010719530729,1361.3097395781654
2020-03-31,0.743961338779443,-4.1321052506163625,410.74944948185345,3.9808651935988237,1360.5441890102138
2020-04-30,1.0688984263551955,30.320083887128575,414.2245105742215,4.291690583977131,1360.8547297781402
2020-05-31,0.9372261388422841,-9.160608934018331,415.6113201442885,4.50098198908104,1361.380073344756
2020-06-30,1.0450528563495631,-7.419113194110352,416.7706064344255,4.793279997556682,1360.7876991603143
2020-07-31,0.5760223035398258,5.131690448679567,417.6221515747084,5.077936695032362,1361.133145828444
2020-08-31,0.25059010719056934,-28.12222300940001,416.4348002286292,5.266499071205912,1361.2323902160288
2020-09-30,0.668591628163278,-6.247359243828743,416.4749098187931,5.575122060033775,1360.7219208585266
2020-10-31,0.2887430449874386,12.536073502370938,415.5175393366033,5.899984822143233,1360.9821423931814
2020-11-30,0.4398149729436704,-26.70043896944364,414.8321673613538,6.266628921597255,1360.0276197979792
2020-12-31,0.34979612546917244,5.357698329009747,412.9902463066285,6.630933085760048,1360.6926837075998
2021-01-31,0.801292946620387,10.969309725591831,412.69744811380764,6.800719536323481,1360.924229554582
2021-02-28,1.2077777382809567,21.38660133955034,413.50697747024424,7.0056935331302705,1360.6256650454106
2021-03-31,1.1638309355603011,-8.895002400280543,415.5678705503765,7.326896354506963,1361.4897233911795
2021-04-30,1.561580281635236,-12.73578138439866,417.02878233449087,7.64799923057994,1360.5709575866117
2021-05-31,1.3247493706881197,10.417313935278692,418.35376396591306,7.969203045484424,1360.867986653991
2021-06-30,1.228949385634565,1.8665796474725753,420.2275912838422,8.557421564736801,1361.0392221731859
2021-07-31,0.9423705419609014,-3.3136750566773046,420.6756574187418,8.883092805592254,1361.4323819867197
2021-08-31,1.208591230122127,-4.462535120436046,420.96375463882316,9.253938056806701,1360.5692413546462
2021-09-30,0.6778471751940928,-19.85962908656805,419.2845666734003,9.610258197886157,1361.3489491256464
2021-10-31,0.42744086505627754,-3.587262354450408,418.2259994351757,9.94236949799062,1361.003069918306
2021-11-30,0.8959030601894356,1.8078966484550238,416.94801372004406,10.197147958419393,1360.7055474046856
2021-12-31,0.6956617784803719,-8.127080819370303,415.56847139932637,10.537865496058854,1361.138631042279
2022-01-31,1.2570269562890863,35.05768547903682,416.3006025114137,10.756039478895849,1361.059717908672
2022-02-28,1.0987439413257392,16.766752076567492,416.9392310857536,11.017093990356647,1360.8199349368524
2022-03-31,1.4334771870277871,-8.210294195149043,418.1635736774738,11.25826490653032,1361.020940625497
2022-04-30,1.8308976709026383,16.919371941372933,419.79796067060056,11.544814837681226,1360.8844059209414
2022-05-31,1.8976551704336742,-12.032034602384627,420.9618061543985,12.009987523015107,1361.0340552035755
2022-06-30,1.6266465375939283,9.218078605111602,422.81148236352993,12.140606307607767,1361.1986392023564
2022-07-31,1.3446669536918439,10.307865873245586,423.5066088434315,12.475507122837728,1361.4758050448436
2022-08-31,1.0829995998651938,-21.969493038166338,423.12914096657306,12.626489853142555,1360.628655350352
2022-09-30,0.6899269678309061,4.79138367577414,422.6057978221331,12.8687353038794,1361.639910012397
2022-10-31,0.8000989549312278,-0.879353907817988,421.642703394509,13.23585135163679,1360.4143736601432
2022-11-30,0.9443510693395513,9.742711948892119,421.13800820484255,13.520993753164426,1360.9544644714892
2022-12-31,1.4563396994810713,31.04008519083442,419.43836523743545,13.714774170930081,1361.1764951619455
2023-01-31,1.5890626409645394,3.390246071822417,419.3321650258698,13.937549874189283,1361.0842975603205
2023-02-28,1.4431546807918594,-1.6467842024716628,419.8223279494076,14.271917694104058,1360.8131901440538
2023-03-31,2.0690159364491447,-3.6834581814921723,420.2524787991302,14.493488363566687,1360.9375633248928
2023-04-30,2.0195937134082627,-5.166086462616085,422.95284475719063,14.790805050733246,1360.8520997196024
2023-05-31,1.9196622001361126,1.431664809813635,424.75045408802134,15.07445079792555,1360.8231905729167
2023-06-30,2.0197928848868183,2.5290891712244465,427.3042735387824,15.302322770117085,1361.2548806291063
2023-07-31,1.8790812604313942,-2.9207058219151882,426.6326330769315,15.753838297263112,1361.1071046457896
2023-08-31,1.6345611085690017,2.7484904726496673,426.7319007299777,16.084551819048553,1360.7921271214218
2023-09-30,1.1228726070225759,-9.464229884722082,425.7199322507406,16.202540412115944,1361.26987996263
2023-10-31,1.1873100672026387,14.731943345494262,423.90718640491906,16.4974567572975,1361.092189856263
2023-11-30,1.407816255574934,-6.55804294959454,423.81717411912194,16.72451384011603,1361.2438586356516
2023-12-31,1.7451090254244717,43.39072794986949,422.7778903049901,17.072708506899726,1361.1888886525771
